order	family	subfamily	genus	species
Anura	Microhylidae	Asterophryinae	Mantophryne	louisiadensis
Anura	Microhylidae	Melanobatrachinae	Melanobatrachus	indicus
Anura	Microhylidae	Gastrophryninae	Melanophryne	barbatula
Anura	Microhylidae	Gastrophryninae	Melanophryne	carpish
Anura	Microhylidae	Asterophryinae	Metamagnusia	marani
Anura	Microhylidae	Asterophryinae	Metamagnusia	slateri
Anura	Microhylidae	Microhylinae	Metaphrynella	pollicaris
Anura	Microhylidae	Microhylinae	Metaphrynella	sundana
Anura	Microhylidae	Microhylinae	Microhyla	achatina
Anura	Microhylidae	Microhylinae	Microhyla	annamensis
Anura	Microhylidae	Microhylinae	Microhyla	annectens
Anura	Microhylidae	Microhylinae	Microhyla	berdmorei
Anura	Microhylidae	Microhylinae	Microhyla	borneensis
Anura	Microhylidae	Microhylinae	Microhyla	butleri
Anura	Microhylidae	Microhylinae	Microhyla	chakrapanii
Anura	Microhylidae	Microhylinae	Microhyla	erythropoda
Anura	Microhylidae	Microhylinae	Microhyla	fissipes
Anura	Microhylidae	Microhylinae	Microhyla	fowleri
Anura	Microhylidae	Microhylinae	Microhyla	fusca
Anura	Microhylidae	Microhylinae	Microhyla	heymonsi
Anura	Microhylidae	Microhylinae	Microhyla	karunaratnei
Anura	Microhylidae	Microhylinae	Microhyla	maculifera
Anura	Microhylidae	Microhylinae	Microhyla	malang
Anura	Microhylidae	Microhylinae	Microhyla	mantheyi
Anura	Microhylidae	Microhylinae	Microhyla	marmorata
Anura	Microhylidae	Microhylinae	Microhyla	mixtura
Anura	Microhylidae	Microhylinae	Microhyla	nanapollexa
Anura	Microhylidae	Microhylinae	Microhyla	okinavensis
Anura	Microhylidae	Microhylinae	Microhyla	ornata
Anura	Microhylidae	Microhylinae	Microhyla	palmipes
Anura	Microhylidae	Microhylinae	Microhyla	perparva
Anura	Microhylidae	Microhylinae	Microhyla	petrigena
Anura	Microhylidae	Microhylinae	Microhyla	picta
Anura	Microhylidae	Microhylinae	Microhyla	pulchra
Anura	Microhylidae	Microhylinae	Microhyla	pulverata
Anura	Microhylidae	Microhylinae	Microhyla	rubra
Anura	Microhylidae	Microhylinae	Microhyla	sholigari
Anura	Microhylidae	Microhylinae	Microhyla	superciliaris
Anura	Microhylidae	Microhylinae	Microhyla	zeylanica
Anura	Microhylidae	Microhylinae	Micryletta	inornata
Anura	Microhylidae	Microhylinae	Micryletta	steinegeri
Anura	Microhylidae	Gastrophryninae	Myersiella	microps
Anura	Microhylidae	Gastrophryninae	Nelsonophryne	aequatorialis
Anura	Microhylidae	Gastrophryninae	Nelsonophryne	aterrima
Anura	Microhylidae	Asterophryinae	Oninia	senglaubi
Anura	Microhylidae	Asterophryinae	Oreophryne	albopunctata
Anura	Microhylidae	Asterophryinae	Oreophryne	alticola
Anura	Microhylidae	Asterophryinae	Oreophryne	anamiatoi
Anura	Microhylidae	Asterophryinae	Oreophryne	anthonyi
Anura	Microhylidae	Asterophryinae	Oreophryne	anulata
Anura	Microhylidae	Asterophryinae	Oreophryne	asplenicola
Anura	Microhylidae	Asterophryinae	Oreophryne	atrigularis
Anura	Microhylidae	Asterophryinae	Oreophryne	biroi
Anura	Microhylidae	Asterophryinae	Oreophryne	brachypus
Anura	Microhylidae	Asterophryinae	Oreophryne	brevicrus
Anura	Microhylidae	Asterophryinae	Oreophryne	brevirostris
Anura	Microhylidae	Asterophryinae	Oreophryne	celebensis
Anura	Microhylidae	Asterophryinae	Oreophryne	clamata
Anura	Microhylidae	Asterophryinae	Oreophryne	crucifer
Anura	Microhylidae	Asterophryinae	Oreophryne	ezra
Anura	Microhylidae	Asterophryinae	Oreophryne	flava
Anura	Microhylidae	Asterophryinae	Oreophryne	frontifasciata
Anura	Microhylidae	Asterophryinae	Oreophryne	furu
Anura	Microhylidae	Asterophryinae	Oreophryne	geislerorum
Anura	Microhylidae	Asterophryinae	Oreophryne	geminus
Anura	Microhylidae	Asterophryinae	Oreophryne	habbemensis
Anura	Microhylidae	Asterophryinae	Oreophryne	hypsiops
Anura	Microhylidae	Asterophryinae	Oreophryne	idenburgensis
Anura	Microhylidae	Asterophryinae	Oreophryne	inornata
Anura	Microhylidae	Asterophryinae	Oreophryne	insulana
Anura	Microhylidae	Asterophryinae	Oreophryne	jeffersoniana
Anura	Microhylidae	Asterophryinae	Oreophryne	kampeni
Anura	Microhylidae	Asterophryinae	Oreophryne	kapisa
Anura	Microhylidae	Asterophryinae	Oreophryne	loriae
Anura	Microhylidae	Asterophryinae	Oreophryne	mertoni
Anura	Microhylidae	Asterophryinae	Oreophryne	minuta
Anura	Microhylidae	Asterophryinae	Oreophryne	moluccensis
Anura	Microhylidae	Asterophryinae	Oreophryne	monticola
Anura	Microhylidae	Asterophryinae	Oreophryne	nana
Anura	Microhylidae	Asterophryinae	Oreophryne	notata
Anura	Microhylidae	Asterophryinae	Oreophryne	parkeri
Anura	Microhylidae	Asterophryinae	Oreophryne	pseudasplenicola
Anura	Microhylidae	Asterophryinae	Oreophryne	rookmaakeri
Anura	Microhylidae	Asterophryinae	Oreophryne	sibilans
Anura	Microhylidae	Asterophryinae	Oreophryne	terrestris
Anura	Microhylidae	Asterophryinae	Oreophryne	unicolor
Anura	Microhylidae	Asterophryinae	Oreophryne	variabilis
Anura	Microhylidae	Asterophryinae	Oreophryne	waira
Anura	Microhylidae	Asterophryinae	Oreophryne	wapoga
Anura	Microhylidae	Asterophryinae	Oreophryne	wolterstorffi
Anura	Microhylidae	Asterophryinae	Oreophryne	zimmeri
Anura	Microhylidae	Otophryninae	Otophryne	pyburni
Anura	Microhylidae	Otophryninae	Otophryne	robusta
Anura	Microhylidae	Otophryninae	Otophryne	steyermarki
Anura	Microhylidae	Asterophryinae	Oxydactyla	alpestris
Anura	Microhylidae	Asterophryinae	Oxydactyla	brevicrus
Anura	Microhylidae	Asterophryinae	Oxydactyla	coggeri
Anura	Microhylidae	Asterophryinae	Oxydactyla	crassa
Anura	Microhylidae	Asterophryinae	Oxydactyla	stenodactyla
Anura	Microhylidae	Asterophryinae	Paedophryne	amauensis
Anura	Microhylidae	Asterophryinae	Paedophryne	kathismaphlox
Anura	Microhylidae	Asterophryinae	Paedophryne	oyatabu
Anura	Microhylidae	Asterophryinae	Paedophryne	swiftorum
Anura	Microhylidae	Scaphiophryninae	Paradoxophyla	palmata
Anura	Microhylidae	Scaphiophryninae	Paradoxophyla	tiarano
Anura	Microhylidae	Hoplophryninae	Parhoplophryne	usambarica
Anura	Microhylidae	Asterophryinae	Pherohapsis	menziesi
Anura	Microhylidae		Phrynella	pulchra
Anura	Microhylidae	Phrynomerinae	Phrynomantis	affinis
Anura	Microhylidae	Phrynomerinae	Phrynomantis	annectens
Anura	Microhylidae	Phrynomerinae	Phrynomantis	bifasciatus
Anura	Microhylidae	Phrynomerinae	Phrynomantis	microps
Anura	Microhylidae	Phrynomerinae	Phrynomantis	somalicus
Anura	Microhylidae	Cophylinae	Platypelis	alticola
Anura	Microhylidae	Cophylinae	Platypelis	barbouri
Anura	Microhylidae	Cophylinae	Platypelis	cowanii
Anura	Microhylidae	Cophylinae	Platypelis	grandis
Anura	Microhylidae	Cophylinae	Platypelis	mavomavo
Anura	Microhylidae	Cophylinae	Platypelis	milloti
Anura	Microhylidae	Cophylinae	Platypelis	pollicaris
Anura	Microhylidae	Cophylinae	Platypelis	tetra
Anura	Microhylidae	Cophylinae	Platypelis	tsaratananaensis
Anura	Microhylidae	Cophylinae	Platypelis	tuberifera
Anura	Microhylidae	Cophylinae	Plethodontohyla	angulifera
Anura	Microhylidae	Cophylinae	Plethodontohyla	bipunctata
Anura	Microhylidae	Cophylinae	Plethodontohyla	brevipes
Anura	Microhylidae	Cophylinae	Plethodontohyla	fonetana
Anura	Microhylidae	Cophylinae	Plethodontohyla	guentheri
Anura	Microhylidae	Cophylinae	Plethodontohyla	inguinalis
Anura	Microhylidae	Cophylinae	Plethodontohyla	mihanika
Anura	Microhylidae	Cophylinae	Plethodontohyla	notosticta
Anura	Microhylidae	Cophylinae	Plethodontohyla	ocellata
Anura	Microhylidae	Cophylinae	Plethodontohyla	tuberata
Anura	Microhylidae	Asterophryinae	Pseudocallulops	eurydactylus
Anura	Microhylidae	Asterophryinae	Pseudocallulops	pullifer
Anura	Microhylidae	Microhylinae	Ramanella	anamalaiensis
Anura	Microhylidae	Microhylinae	Ramanella	minor
Anura	Microhylidae	Microhylinae	Ramanella	montana
Anura	Microhylidae	Microhylinae	Ramanella	mormorata
Anura	Microhylidae	Microhylinae	Ramanella	nagaoi
Anura	Microhylidae	Microhylinae	Ramanella	obscura
Anura	Microhylidae	Microhylinae	Ramanella	palmata
Anura	Microhylidae	Microhylinae	Ramanella	triangularis
Anura	Microhylidae	Microhylinae	Ramanella	variegata
Anura	Microhylidae		Relictivomer	pearsei
Anura	Microhylidae	Cophylinae	Rhombophryne	alluaudi
Anura	Microhylidae	Cophylinae	Rhombophryne	coronata
Anura	Microhylidae	Cophylinae	Rhombophryne	coudreaui
Anura	Microhylidae	Cophylinae	Rhombophryne	guentherpetersi
Anura	Microhylidae	Cophylinae	Rhombophryne	laevipes
Anura	Microhylidae	Cophylinae	Rhombophryne	mangabensis
Anura	Microhylidae	Cophylinae	Rhombophryne	matavy
Anura	Microhylidae	Cophylinae	Rhombophryne	minuta
Anura	Microhylidae	Cophylinae	Rhombophryne	serratopalpebrosa
Anura	Microhylidae	Cophylinae	Rhombophryne	testudo
Anura	Microhylidae	Scaphiophryninae	Scaphiophryne	boribory
Anura	Microhylidae	Scaphiophryninae	Scaphiophryne	brevis
Anura	Microhylidae	Scaphiophryninae	Scaphiophryne	calcarata
Anura	Microhylidae	Scaphiophryninae	Scaphiophryne	gottlebei
Anura	Microhylidae	Scaphiophryninae	Scaphiophryne	madagascariensis
Anura	Microhylidae	Scaphiophryninae	Scaphiophryne	marmorata
Anura	Microhylidae	Scaphiophryninae	Scaphiophryne	menabensis
Anura	Microhylidae	Scaphiophryninae	Scaphiophryne	obscura
Anura	Microhylidae	Scaphiophryninae	Scaphiophryne	spinosa
Anura	Microhylidae	Scaphiophryninae	Scaphiophryne	verrucosa
Anura	Microhylidae	Asterophryinae	Sphenophryne	cornuta
Anura	Microhylidae		Stereocyclops	incrassatus
Anura	Microhylidae		Stereocyclops	parkeri
Anura	Microhylidae	Cophylinae	Stumpffia	be
Anura	Microhylidae	Cophylinae	Stumpffia	gimmeli
Anura	Microhylidae	Cophylinae	Stumpffia	grandis
Anura	Microhylidae	Cophylinae	Stumpffia	hara
Anura	Microhylidae	Cophylinae	Stumpffia	helenae
Anura	Microhylidae	Cophylinae	Stumpffia	madagascariensis
Anura	Microhylidae	Cophylinae	Stumpffia	megsoni
Anura	Microhylidae	Cophylinae	Stumpffia	psologlossa
Anura	Microhylidae	Cophylinae	Stumpffia	pygmaea
Anura	Microhylidae	Cophylinae	Stumpffia	roseifemoralis
Anura	Microhylidae	Cophylinae	Stumpffia	staffordi
Anura	Microhylidae	Cophylinae	Stumpffia	tetradactyla
Anura	Microhylidae	Cophylinae	Stumpffia	tridactyla
Anura	Microhylidae	Otophryninae	Synapturanus	mirandaribeiroi
Anura	Microhylidae	Otophryninae	Synapturanus	rabus
Anura	Microhylidae	Otophryninae	Synapturanus	salseri
Anura	Microhylidae	Gastrophryninae	Syncope	antenori
Anura	Microhylidae	Gastrophryninae	Syncope	carvalhoi
Anura	Microhylidae	Gastrophryninae	Syncope	tridactyla
Anura	Microhylidae	Microhylinae	Uperodon	globulosus
Anura	Microhylidae	Microhylinae	Uperodon	systoma
Anura	Microhylidae	Asterophryinae	Xenorhina	adisca
Anura	Microhylidae	Asterophryinae	Xenorhina	anorbis
Anura	Microhylidae	Asterophryinae	Xenorhina	arboricola
Anura	Microhylidae	Asterophryinae	Xenorhina	arfakiana
Anura	Microhylidae	Asterophryinae	Xenorhina	arndti
Anura	Microhylidae	Asterophryinae	Xenorhina	bidens
Anura	Microhylidae	Asterophryinae	Xenorhina	bouwensi
Anura	Microhylidae	Asterophryinae	Xenorhina	eiponis
Anura	Microhylidae	Asterophryinae	Xenorhina	fuscigula
Anura	Microhylidae	Asterophryinae	Xenorhina	gigantea
Anura	Microhylidae	Asterophryinae	Xenorhina	huon
Anura	Microhylidae	Asterophryinae	Xenorhina	lanthanites
Anura	Microhylidae	Asterophryinae	Xenorhina	macrodisca
Anura	Microhylidae	Asterophryinae	Xenorhina	macrops
Anura	Microhylidae	Asterophryinae	Xenorhina	mehelyi
Anura	Microhylidae	Asterophryinae	Xenorhina	minima
Anura	Microhylidae	Asterophryinae	Xenorhina	multisica
Anura	Microhylidae	Asterophryinae	Xenorhina	obesa
Anura	Microhylidae	Asterophryinae	Xenorhina	ocellata
Anura	Microhylidae	Asterophryinae	Xenorhina	ophiodon
Anura	Microhylidae	Asterophryinae	Xenorhina	oxycephala
Anura	Microhylidae	Asterophryinae	Xenorhina	parkerorum
Anura	Microhylidae	Asterophryinae	Xenorhina	rostrata
Anura	Microhylidae	Asterophryinae	Xenorhina	scheepstrai
Anura	Microhylidae	Asterophryinae	Xenorhina	schiefenhoeveli
Anura	Microhylidae	Asterophryinae	Xenorhina	similis
Anura	Microhylidae	Asterophryinae	Xenorhina	subcrocea
Anura	Microhylidae	Asterophryinae	Xenorhina	tumulus
Anura	Microhylidae	Asterophryinae	Xenorhina	varia
Anura	Microhylidae	Asterophryinae	Xenorhina	zweifeli
Anura	Myobatrachidae	Limnodynastinae	Adelotus	brevis
Anura	Myobatrachidae	Myobatrachinae	Arenophryne	rotunda
Anura	Myobatrachidae	Myobatrachinae	Arenophryne	xiphorhyncha
Anura	Myobatrachidae	Myobatrachinae	Assa	darlingtoni
Anura	Myobatrachidae	Myobatrachinae	Crinia	bilingua
Anura	Myobatrachidae	Myobatrachinae	Crinia	deserticola
Anura	Myobatrachidae	Myobatrachinae	Crinia	fimbriata
Anura	Myobatrachidae	Myobatrachinae	Crinia	georgiana
Anura	Myobatrachidae	Myobatrachinae	Crinia	glauerti
Anura	Myobatrachidae	Myobatrachinae	Crinia	insignifera
Anura	Myobatrachidae	Myobatrachinae	Crinia	nimbus
Anura	Myobatrachidae	Myobatrachinae	Crinia	parinsignifera
Anura	Myobatrachidae	Myobatrachinae	Crinia	pseudinsignifera
Anura	Myobatrachidae	Myobatrachinae	Crinia	remota
Anura	Myobatrachidae	Myobatrachinae	Crinia	riparia
Anura	Myobatrachidae	Myobatrachinae	Crinia	signifera
Anura	Myobatrachidae	Myobatrachinae	Crinia	sloanei
Anura	Myobatrachidae	Myobatrachinae	Crinia	subinsignifera
Anura	Myobatrachidae	Myobatrachinae	Crinia	tasmaniensis
Anura	Myobatrachidae	Myobatrachinae	Crinia	tinnula
Anura	Myobatrachidae	Myobatrachinae	Geocrinia	alba
Anura	Myobatrachidae	Myobatrachinae	Geocrinia	laevis
Anura	Myobatrachidae	Myobatrachinae	Geocrinia	leai
Anura	Myobatrachidae	Myobatrachinae	Geocrinia	lutea
Anura	Myobatrachidae	Myobatrachinae	Geocrinia	rosea
Anura	Myobatrachidae	Myobatrachinae	Geocrinia	victoriana
Anura	Myobatrachidae	Myobatrachinae	Geocrinia	vitellina
Anura	Myobatrachidae	Limnodynastinae	Heleioporus	albopunctatus
Anura	Myobatrachidae	Limnodynastinae	Heleioporus	australiacus
Anura	Myobatrachidae	Limnodynastinae	Heleioporus	barycragus
Anura	Myobatrachidae	Limnodynastinae	Heleioporus	eyrei
Anura	Myobatrachidae	Limnodynastinae	Heleioporus	inornatus
Anura	Myobatrachidae	Limnodynastinae	Heleioporus	psammophilus
Anura	Myobatrachidae	Limnodynastinae	Lechriodus	aganoposis
Anura	Myobatrachidae	Limnodynastinae	Lechriodus	fletcheri
Anura	Myobatrachidae	Limnodynastinae	Lechriodus	melanopyga
Anura	Myobatrachidae	Limnodynastinae	Lechriodus	platyceps
Anura	Myobatrachidae	Limnodynastinae	Limnodynastes	convexiusculus
Anura	Myobatrachidae	Limnodynastinae	Limnodynastes	depressus
Anura	Myobatrachidae	Limnodynastinae	Limnodynastes	dorsalis
Anura	Myobatrachidae	Limnodynastinae	Limnodynastes	dumerilii
Anura	Myobatrachidae	Limnodynastinae	Limnodynastes	fletcheri
Anura	Myobatrachidae	Limnodynastinae	Limnodynastes	interioris
Anura	Myobatrachidae	Limnodynastinae	Limnodynastes	lignarius
Anura	Myobatrachidae	Limnodynastinae	Limnodynastes	peronii
Anura	Myobatrachidae	Limnodynastinae	Limnodynastes	salmini
Anura	Myobatrachidae	Limnodynastinae	Limnodynastes	tasmaniensis
Anura	Myobatrachidae	Limnodynastinae	Limnodynastes	terraereginae
Anura	Myobatrachidae	Myobatrachinae	Metacrinia	nichollsi
Anura	Myobatrachidae	Limnodynastinae	Mixophyes	balbus
Anura	Myobatrachidae	Limnodynastinae	Mixophyes	carbinensis
Anura	Myobatrachidae	Limnodynastinae	Mixophyes	coggeri
Anura	Myobatrachidae	Limnodynastinae	Mixophyes	fasciolatus
Anura	Myobatrachidae	Limnodynastinae	Mixophyes	fleayi
Anura	Myobatrachidae	Limnodynastinae	Mixophyes	hihihorlo
Anura	Myobatrachidae	Limnodynastinae	Mixophyes	iteratus
Anura	Myobatrachidae	Limnodynastinae	Mixophyes	schevilli
Anura	Myobatrachidae	Myobatrachinae	Myobatrachus	gouldii
Anura	Myobatrachidae	Limnodynastinae	Neobatrachus	albipes
Anura	Myobatrachidae	Limnodynastinae	Neobatrachus	aquilonius
Anura	Myobatrachidae	Limnodynastinae	Neobatrachus	centralis
Anura	Myobatrachidae	Limnodynastinae	Neobatrachus	fulvus
Anura	Myobatrachidae	Limnodynastinae	Neobatrachus	kunapalari
Anura	Myobatrachidae	Limnodynastinae	Neobatrachus	pelobatoides
Anura	Myobatrachidae	Limnodynastinae	Neobatrachus	pictus
Anura	Myobatrachidae	Limnodynastinae	Neobatrachus	sudelli
Anura	Myobatrachidae	Limnodynastinae	Neobatrachus	sutor
Anura	Myobatrachidae	Limnodynastinae	Neobatrachus	wilsmorei
Anura	Myobatrachidae	Limnodynastinae	Notaden	bennettii
Anura	Myobatrachidae	Limnodynastinae	Notaden	melanoscaphus
Anura	Myobatrachidae	Limnodynastinae	Notaden	nichollsi
Anura	Myobatrachidae	Limnodynastinae	Notaden	weigeli
Anura	Myobatrachidae	Myobatrachinae	Paracrinia	haswelli
Anura	Myobatrachidae	Limnodynastinae	Philoria	frosti
Anura	Myobatrachidae	Limnodynastinae	Philoria	kundagungan
Anura	Myobatrachidae	Limnodynastinae	Philoria	loveridgei
Anura	Myobatrachidae	Limnodynastinae	Philoria	pughi
Anura	Myobatrachidae	Limnodynastinae	Philoria	richmondensis
Anura	Myobatrachidae	Limnodynastinae	Philoria	sphagnicolus
Anura	Myobatrachidae	Limnodynastinae	Platyplectrum	ornatum
Anura	Myobatrachidae	Limnodynastinae	Platyplectrum	spenceri
Anura	Myobatrachidae	Limnodynastinae	Pseudophryne	australis
Anura	Myobatrachidae	Limnodynastinae	Pseudophryne	bibronii
Anura	Myobatrachidae	Limnodynastinae	Pseudophryne	coriacea
Anura	Myobatrachidae	Limnodynastinae	Pseudophryne	corroboree
Anura	Myobatrachidae	Limnodynastinae	Pseudophryne	covacevichae
Anura	Myobatrachidae	Limnodynastinae	Pseudophryne	dendyi
Anura	Myobatrachidae	Limnodynastinae	Pseudophryne	douglasi
Anura	Myobatrachidae	Limnodynastinae	Pseudophryne	guentheri
Anura	Myobatrachidae	Limnodynastinae	Pseudophryne	major
Anura	Myobatrachidae	Limnodynastinae	Pseudophryne	occidentalis
Anura	Myobatrachidae	Limnodynastinae	Pseudophryne	pengilleyi
Anura	Myobatrachidae	Limnodynastinae	Pseudophryne	raveni
Anura	Myobatrachidae	Limnodynastinae	Pseudophryne	semimarmorata
Anura	Myobatrachidae	Myobatrachinae	Rheobatrachus	silus
Anura	Myobatrachidae	Myobatrachinae	Rheobatrachus	vitellinus
Anura	Myobatrachidae	Myobatrachinae	Spicospina	flammocaerulea
Anura	Myobatrachidae	Myobatrachinae	Taudactylus	acutirostris
Anura	Myobatrachidae	Myobatrachinae	Taudactylus	diurnus
Anura	Myobatrachidae	Myobatrachinae	Taudactylus	eungellensis
Anura	Myobatrachidae	Myobatrachinae	Taudactylus	liemi
Anura	Myobatrachidae	Myobatrachinae	Taudactylus	pleione
Anura	Myobatrachidae	Myobatrachinae	Taudactylus	rheophilus
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	altissima
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	arenicola
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	aspera
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	borealis
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	capitulata
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	crassa
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	daviesae
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	fusca
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	glandulosa
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	inundata
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	laevigata
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	lithomoda
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	littlejohni
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	marmorata
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	martini
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	micra
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	micromeles
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	mimula
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	minima
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	mjobergii
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	orientalis
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	rugosa
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	russelli
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	talpa
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	trachyderma
Anura	Myobatrachidae	Myobatrachinae	Uperoleia	tyleri
Anura	Nasikabatrachidae		Nasikabatrachus	sahyadrensis
Anura	Pelobatidae		Pelobates	cultripes
Anura	Pelobatidae		Pelobates	fuscus
Anura	Pelobatidae		Pelobates	syriacus
Anura	Pelobatidae		Pelobates	varaldii
Anura	Pelodytidae		Pelodytes	caucasicus
Anura	Pelodytidae		Pelodytes	ibericus
Anura	Pelodytidae		Pelodytes	punctatus
Anura	Pipidae		Hymenochirus	boettgeri
Anura	Pipidae		Hymenochirus	boulengeri
Anura	Pipidae		Hymenochirus	curtipes
Anura	Pipidae		Hymenochirus	feae
Anura	Pipidae		Pipa	arrabali
Anura	Pipidae		Pipa	aspera
Anura	Pipidae		Pipa	carvalhoi
Anura	Pipidae		Pipa	myersi
Anura	Pipidae		Pipa	parva
Anura	Pipidae		Pipa	pipa
Anura	Pipidae		Pipa	snethlageae
Anura	Pipidae		Pseudhymenochirus	merlini
Anura	Pipidae		Xenopus	amieti
Anura	Pipidae		Xenopus	andrei
Anura	Pipidae		Xenopus	borealis
Anura	Pipidae		Xenopus	boumbaensis
Anura	Pipidae		Xenopus	clivii
Anura	Pipidae		Xenopus	epitropicalis
Anura	Pipidae		Xenopus	fraseri
Anura	Pipidae		Xenopus	gilli
Anura	Pipidae		Xenopus	itombwensis
Anura	Pipidae		Xenopus	laevis
Anura	Pipidae		Xenopus	largeni
Anura	Pipidae		Xenopus	lenduensis
Anura	Pipidae		Xenopus	longipes
Anura	Pipidae		Xenopus	muelleri
Anura	Pipidae		Xenopus	petersii
Anura	Pipidae		Xenopus	pygmaeus
Anura	Pipidae		Xenopus	ruwenzoriensis
Anura	Pipidae		Xenopus	tropicalis
Anura	Pipidae		Xenopus	vestitus
Anura	Pipidae		Xenopus	victorianus
Anura	Pipidae		Xenopus	wittei
Anura	Mantellidae	Laliostominae	Aglyptodactylus	laticeps
Anura	Mantellidae	Laliostominae	Aglyptodactylus	madagascariensis
Anura	Mantellidae	Laliostominae	Aglyptodactylus	securifer
Anura	Dicroglossidae	Dicroglossinae	Allopaa	barmoachensis
Anura	Dicroglossidae	Dicroglossinae	Allopaa	hazarensis
Anura	Pyxicephalidae	Cacosterninae	Amietia	amieti
Anura	Pyxicephalidae	Cacosterninae	Amietia	angolensis
Anura	Pyxicephalidae	Cacosterninae	Amietia	desaegeri
Anura	Pyxicephalidae	Cacosterninae	Amietia	dracomontana
Anura	Pyxicephalidae	Cacosterninae	Amietia	fuscigula
Anura	Pyxicephalidae	Cacosterninae	Amietia	inyangae
Anura	Pyxicephalidae	Cacosterninae	Amietia	johnstoni
Anura	Pyxicephalidae	Cacosterninae	Amietia	ruwenzorica
Anura	Pyxicephalidae	Cacosterninae	Amietia	umbraculata
Anura	Pyxicephalidae	Cacosterninae	Amietia	vandijki
Anura	Pyxicephalidae	Cacosterninae	Amietia	vertebralis
Anura	Pyxicephalidae	Cacosterninae	Amietia	wittei
Anura	Ranidae		Amnirana	albolabris
Anura	Ranidae		Amnirana	amnicola
Anura	Ranidae		Amnirana	asperrima
Anura	Ranidae		Amnirana	darlingi
Anura	Ranidae		Amnirana	fonensis
Anura	Ranidae		Amnirana	galamensis
Anura	Ranidae		Amnirana	lemairei
Anura	Ranidae		Amnirana	lepus
Anura	Ranidae		Amnirana	longipes
Anura	Ranidae		Amnirana	occidentalis
Anura	Ranidae		Amnirana	parkeriana
Anura	Ranidae		Amolops	akhaorum
Anura	Ranidae		Amolops	aniqiaoensis
Anura	Ranidae		Amolops	archotaphus
Anura	Ranidae		Amolops	assamensis
Anura	Ranidae		Amolops	bellulus
Anura	Ranidae		Amolops	caelumnoctis
Anura	Ranidae		Amolops	chakrataensis
Anura	Ranidae		Amolops	chunganensis
Anura	Ranidae		Amolops	compotrix
Anura	Ranidae		Amolops	cremnobatus
Anura	Ranidae		Amolops	cucae
Anura	Ranidae		Amolops	daiyunensis
Anura	Ranidae		Amolops	daorum
Anura	Ranidae		Amolops	formosus
Anura	Ranidae		Amolops	gerbillus
Anura	Ranidae		Amolops	granulosus
Anura	Ranidae		Amolops	hainanensis
Anura	Ranidae		Amolops	himalayanus
Anura	Ranidae		Amolops	hongkongensis
Anura	Ranidae		Amolops	iriodes
Anura	Ranidae		Amolops	jaunsari
Anura	Ranidae		Amolops	jinjiangensis
Anura	Ranidae		Amolops	kangtingensis
Anura	Ranidae		Amolops	kaulbacki
Anura	Ranidae		Amolops	kohimaensis
Anura	Ranidae		Amolops	larutensis
Anura	Ranidae		Amolops	liangshanensis
Anura	Ranidae		Amolops	lifanensis
Anura	Ranidae		Amolops	loloensis
Anura	Ranidae		Amolops	longimanus
Anura	Ranidae		Amolops	mantzorum
Anura	Ranidae		Amolops	marmoratus
Anura	Ranidae		Amolops	medogensis
Anura	Ranidae		Amolops	mengyangensis
Anura	Ranidae		Amolops	minutus
Anura	Ranidae		Amolops	monticola
Anura	Ranidae		Amolops	nepalicus
Anura	Ranidae		Amolops	nidorbellus
Anura	Ranidae		Amolops	panhai
Anura	Ranidae		Amolops	ricketti
Anura	Ranidae		Amolops	spinapectoralis
Anura	Ranidae		Amolops	splendissimus
Anura	Ranidae		Amolops	taiwanianus
Anura	Ranidae		Amolops	torrentis
Anura	Ranidae		Amolops	tuberodepressus
Anura	Ranidae		Amolops	viridimaculatus
Anura	Ranidae		Amolops	vitreus
Anura	Ranidae		Amolops	wuyiensis
Anura	Pyxicephalidae	Cacosterninae	Anhydrophryne	hewitti
Anura	Pyxicephalidae	Cacosterninae	Anhydrophryne	ngongoniensis
Anura	Pyxicephalidae	Cacosterninae	Anhydrophryne	rattrayi
